Authors,Source,Title,Year,Ni (at.%),Ti (at.%),ev/a (Number of Valence Electrons),composition,Hf (at.%)
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
L. Patriarca; H. Sehitoglu; E. Y. Panchenko and Y. I. Chumlyakov,Acta Materialia,High-temperature functional behavior of single crystal Ni51.2Ti23.4Hf25.4 shape memory alloy,2016.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,51.2,28.8,7.072,Ni51.2Ti28.8Hf20.0 %,20.0
H. Sehitoglu; Y. Wu; L. Patriarca; G. Li; A. Ojha; S. Zhang; Y. Chumlyakov and M. Nishida,Shape Memory and Superelasticity,Superelasticity and Shape Memory Behavior of NiTiHf Alloys,2017.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
H. Sehitoglu; Y. Wu; L. Patriarca; G. Li; A. Ojha; S. Zhang; Y. Chumlyakov and M. Nishida,Shape Memory and Superelasticity,Superelasticity and Shape Memory Behavior of NiTiHf Alloys,2017.0,51.2,23.4,7.072,Ni51.2Ti23.4Hf25.4 %,25.4
T. Umale; D. Salas; B. Tomes; R. Arroyave and I. Karaman,Scripta Materialia,The effects of wide range of compositional changes on the martensitic transformation characteristics of NiTiHf shape memory alloys,2019.0,51.2,28.8,7.072,Ni51.2Ti28.799999999999997Hf20.0 %,20.0
T. Umale; D. Salas; B. Tomes; R. Arroyave and I. Karaman,Scripta Materialia,The effects of wide range of compositional changes on the martensitic transformation characteristics of NiTiHf shape memory alloys,2019.0,51.2,23.8,7.072,Ni51.2Ti23.799999999999997Hf25.0 %,25.0
T. Umale; D. Salas; B. Tomes; R. Arroyave and I. Karaman,Scripta Materialia,The effects of wide range of compositional changes on the martensitic transformation characteristics of NiTiHf shape memory alloys,2019.0,51.2,18.8,7.072,Ni51.2Ti18.799999999999997Hf30.0 %,30.0
R. Santamarta; R. Arróyave; J. Pons; A. Evirgen; I. Karaman; H. Karaca and R. Noebe,Acta Materialia,TEM study of structural and microstructural characteristics of a precipitate phase in Ni-rich Ni–Ti–Hf and Ni–Ti–Zr shape memory alloys,2013.0,51.3,28.7,7.078,Ni51.3Ti28.7Hf20.0 %,20.0
S. Saghaian; H. Karaca; H. Tobe; J. Pons; R. Santamarta; Y. Chumlyakov and R. Noebe,Smart Materials and Structures,Effects of Ni content on the shape memory properties and microstructure of Ni-rich NiTi-20Hf alloys,2016.0,52.0,28.0,7.12,Ni52.0Ti28.0Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,52.0,28.0,7.12,Ni52.0Ti28.0Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,52.0,28.0,7.12,Ni52.0Ti28.0Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,52.0,28.0,7.12,Ni52.0Ti28.0Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,52.0,28.0,7.12,Ni52.0Ti28.0Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,52.0,28.0,7.12,Ni52.0Ti28.0Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,52.0,28.0,7.12,Ni52.0Ti28.0Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,52.0,28.0,7.12,Ni52.0Ti28.0Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,52.0,28.0,7.12,Ni52.0Ti28.0Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,52.0,28.0,7.12,Ni52.0Ti28.0Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,52.0,28.0,7.12,Ni52.0Ti28.0Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,52.0,28.0,7.12,Ni52.0Ti28.0Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,52.0,28.0,7.12,Ni52.0Ti28.0Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,52.0,28.0,7.12,Ni52.0Ti28.0Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,52.0,28.0,7.12,Ni52.0Ti28.0Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,52.0,28.0,7.12,Ni52.0Ti28.0Hf20.0 %,20.0
S. M. Saghaian,Mechanical Engineering,Shape memory behavior of single crystal and polycrystalline Ni-rich NiTiHf high temperature shape memory alloys,2015.0,52.0,28.0,7.12,Ni52.0Ti28.0Hf20.0 %,20.0
